tenure,avgmonthlyspend,MonthlyCharges,InternetService_Fiber optic,Contract_Two year,PaymentMethod_Electronic check,gender,PaperlessBilling,Contract_One year,OnlineSecurity_Yes,Partner,TechSupport_Yes,OnlineBackup_Yes,SeniorCitizen,DeviceProtection_Yes,Churn
17,37.855555555555554,44.6,0,0,0,1,0,1,0,0,0,0,0,0,0
7,71.79375,89.15,1,0,1,0,1,0,0,0,0,0,1,0,0
4,74.38,84.8,1,0,0,1,1,0,0,1,0,1,0,1,1
21,38.18636363636364,41.9,0,0,1,0,1,0,1,0,0,0,1,0,1
10,76.9090909090909,80.25,1,0,0,0,1,0,0,0,0,0,0,0,1
16,52.294117647058826,54.1,0,0,1,0,1,0,1,0,0,0,1,0,0
64,104.97538461538461,105.25,1,1,1,1,1,0,0,1,1,1,0,0,0
27,28.75357142857143,30.75,0,0,0,1,0,0,1,1,0,0,1,0,1
42,93.41279069767442,97.1,1,0,1,1,0,1,1,1,0,0,0,0,0
5,13.958333333333334,20.2,0,0,0,1,0,0,0,0,0,0,0,0,0
41,94.26547619047619,98.8,1,1,0,0,1,0,0,0,1,1,0,0,0
58,48.78898305084746,50.3,0,0,0,1,0,1,0,1,0,0,0,1,0
47,19.702083333333334,20.55,0,1,0,0,1,0,0,0,0,0,0,0,0
18,72.26578947368421,75.9,1,0,0,1,1,0,0,0,1,0,0,0,0
5,82.09166666666667,96.5,1,0,0,1,0,0,0,0,0,0,0,1,1
23,58.583333333333336,59.95,0,0,0,1,1,0,1,1,0,0,0,0,0
1,9.575,19.15,0,0,0,0,0,0,0,0,0,0,0,0,0
71,96.70625000000001,98.65,1,0,0,1,1,1,0,1,0,0,0,1,0
72,111.32397260273972,112.6,1,1,0,1,1,0,1,1,1,1,0,1,0
33,20.301470588235293,20.6,0,0,0,1,0,1,0,1,0,0,0,0,0
2,60.5,85.65,1,0,1,1,1,0,0,0,0,0,0,0,1
24,33.232,35.75,0,1,0,1,0,0,1,0,1,0,0,0,0
56,98.39298245614034,99.75,1,0,0,0,1,1,0,1,1,1,0,1,0
37,95.96842105263158,96.1,1,0,0,1,1,0,0,0,0,1,0,0,0
43,83.23295454545455,85.1,0,0,0,0,0,1,0,0,1,1,0,1,0
1,12.675,25.35,0,0,0,1,0,0,0,0,0,0,0,0,0
25,98.71153846153847,104.95,1,0,0,0,1,0,0,1,1,0,0,1,1
61,85.6241935483871,89.65,0,1,1,0,0,0,1,0,1,1,0,1,0
17,78.34722222222223,86.75,1,0,1,1,0,1,0,0,1,0,0,1,0
41,79.50119047619049,86.2,1,0,0,0,1,1,0,1,1,1,0,1,0
1,25.325,50.65,0,0,0,1,0,0,0,0,0,1,0,0,1
72,64.82671232876713,64.8,0,1,0,1,1,0,1,1,1,1,1,1,0
1,45.425,90.85,1,0,0,1,1,0,0,0,0,1,0,0,1
48,103.41734693877551,108.1,1,1,0,1,1,0,0,0,0,1,0,1,0
11,17.895833333333332,19.95,0,0,0,1,0,0,0,1,0,0,1,0,1
55,87.04821428571428,85.45,1,0,1,0,1,0,0,1,0,1,1,1,1
42,54.61511627906976,54.75,0,0,1,0,1,1,1,0,1,1,0,1,0
44,90.28888888888889,90.4,1,0,0,1,1,0,0,0,0,0,0,1,0
1,22.0,44.0,0,0,1,1,0,0,0,0,0,0,0,0,0
27,92.6875,95.6,1,0,0,0,1,0,0,0,0,0,0,0,0
27,82.48392857142858,84.8,0,0,0,1,1,0,0,1,1,1,1,1,0
2,29.766666666666666,44.3,0,0,1,0,1,0,0,0,0,0,1,0,0
19,18.3775,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0
42,91.73255813953489,95.05,1,0,1,0,1,0,0,1,0,0,1,0,0
66,89.04402985074627,90.05,0,1,0,0,1,0,1,0,1,1,0,1,0
33,108.66764705882352,109.9,1,0,0,1,1,0,1,1,1,0,1,1,0
34,72.12714285714286,73.95,1,0,0,0,1,0,0,0,0,1,0,0,1
33,53.050000000000004,54.6,0,0,1,1,1,0,0,0,1,0,1,1,0
23,17.295833333333334,20.05,0,0,0,0,0,1,0,1,0,0,0,0,0
32,18.913636363636364,19.75,0,0,0,0,0,1,0,0,0,0,0,0,0
11,19.808333333333334,20.05,0,0,0,0,0,1,0,0,0,0,0,0,0
69,100.10857142857144,99.45,1,0,0,1,1,0,0,1,0,0,0,1,1
68,55.77971014492754,55.9,0,0,0,0,0,1,1,1,1,0,0,0,0
20,19.97142857142857,19.7,0,1,0,1,1,0,0,0,0,0,0,0,0
72,20.11986301369863,19.8,0,1,0,1,1,0,0,0,0,0,0,0,0
60,95.27868852459017,95.4,1,0,0,1,1,1,1,1,0,0,0,1,0
32,86.71060606060605,93.95,1,0,0,1,1,0,0,1,0,1,1,0,0
1,9.95,19.9,0,0,0,0,1,0,0,0,0,0,0,0,1
1,9.8,19.6,0,0,0,1,1,0,0,0,0,0,0,0,1
3,58.425,81.35,1,0,1,1,1,0,0,0,0,1,1,0,1
46,22.684042553191492,24.45,0,0,0,0,1,1,0,1,0,0,0,0,0
29,71.635,74.95,1,0,1,0,1,0,0,1,0,0,0,0,0
51,86.01923076923077,87.35,1,0,1,1,1,0,0,0,1,1,0,1,0
48,72.34795918367347,70.65,1,0,0,0,1,0,0,1,0,0,1,0,0
16,70.33823529411765,73.25,1,0,0,0,0,0,0,1,0,1,0,0,0
70,96.60422535211266,98.7,1,1,0,1,1,0,0,1,1,1,0,1,0
40,24.992682926829268,24.8,0,1,0,0,1,0,0,1,0,0,0,0,0
22,80.25652173913043,83.3,1,0,1,0,0,0,0,1,0,1,0,0,1
1,37.65,75.3,1,0,0,0,1,0,0,0,0,0,1,1,1
5,22.041666666666668,24.3,0,0,0,0,1,0,0,1,0,0,0,0,0
7,64.43125,69.85,1,0,0,0,1,0,0,0,0,0,0,0,0
29,94.34833333333333,100.55,1,0,0,1,0,1,0,0,1,1,0,1,0
44,24.677777777777777,25.7,0,0,0,1,0,1,0,1,0,0,0,0,0
10,40.845454545454544,40.7,0,0,0,0,0,0,1,0,0,1,0,1,0
55,50.68839285714286,51.65,0,0,0,0,0,0,0,1,0,0,1,0,0
52,101.44150943396225,105.1,1,0,0,1,1,1,0,1,0,1,1,1,0
10,78.05454545454546,85.95,1,0,1,0,0,0,0,1,0,0,0,0,0
18,73.42368421052632,75.6,1,0,0,1,1,0,0,0,0,0,0,0,0
68,57.618840579710145,58.25,0,0,0,0,0,1,1,1,1,0,0,0,0
61,19.073387096774194,19.4,0,0,0,0,1,0,0,1,0,0,0,0,1
72,65.5404109589041,65.2,0,1,0,0,1,0,1,1,1,1,0,1,0
2,39.833333333333336,53.45,0,0,1,1,0,0,1,0,0,0,0,1,0
12,39.91538461538461,45.4,0,0,0,1,1,0,0,0,0,0,0,0,1
41,21.41547619047619,19.75,0,1,1,1,1,0,0,1,0,0,0,0,0
26,43.84444444444444,44.45,0,0,0,0,1,0,0,0,1,0,0,1,0
36,19.46081081081081,20.85,0,0,0,1,0,1,0,1,0,0,0,0,0
72,116.00273972602741,114.05,1,1,0,1,1,0,1,1,1,1,0,1,0
35,87.8111111111111,89.85,1,0,0,1,1,0,0,1,1,0,0,0,0
1,27.525,55.05,0,0,0,1,0,0,0,0,1,0,0,1,0
16,110.73823529411764,112.95,1,0,1,0,1,0,1,1,1,0,0,1,0
49,101.40799999999999,101.55,1,0,0,0,0,0,1,0,0,0,1,0,0
54,109.99090909090908,114.65,1,0,0,0,1,1,1,1,1,1,0,1,0
18,61.40526315789474,64.8,0,0,1,0,0,0,1,0,0,0,0,0,0
36,79.39594594594595,80.4,1,0,1,0,0,0,0,1,0,0,0,0,0
60,104.85983606557377,105.9,1,0,1,0,1,0,0,0,0,1,0,1,1
1,34.775,69.55,1,0,0,0,0,0,0,0,0,0,0,0,1
52,23.96698113207547,25.05,0,1,0,0,1,0,0,1,0,0,0,0,0
8,84.39444444444445,94.75,1,0,1,1,1,0,0,1,0,0,0,1,0
72,104.26780821917808,105.5,1,1,0,1,0,0,1,1,1,1,0,0,0
64,25.273076923076925,24.7,0,0,0,0,0,1,0,0,0,0,0,0,0
22,67.19130434782609,69.75,0,0,0,0,1,0,1,0,1,0,1,1,0
60,58.72786885245902,60.2,0,0,0,1,1,0,0,1,1,1,0,1,0
28,76.79655172413793,81.05,1,0,1,0,1,0,0,1,0,0,0,0,1
61,22.86935483870968,24.4,0,1,0,0,0,0,0,1,0,0,0,0,0
24,99.786,104.15,1,0,1,0,1,0,0,0,0,1,0,1,0
28,95.4603448275862,92.9,1,0,0,1,0,1,0,1,1,1,0,1,0
30,76.42903225806452,80.8,0,1,0,0,0,0,0,1,1,1,0,1,0
2,12.666666666666666,20.0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,37.55,75.1,1,0,1,1,1,0,0,0,0,0,0,0,0
6,14.414285714285715,19.65,0,0,0,1,0,0,0,0,0,0,0,0,0
24,64.562,69.45,0,0,0,0,1,0,0,1,0,1,0,0,0
4,77.17999999999999,101.15,1,0,1,1,0,0,0,1,0,0,0,1,1
7,84.15625,99.8,1,0,1,1,1,0,0,0,0,1,0,0,1
72,115.13561643835617,116.05,1,1,0,1,1,0,1,1,1,1,1,1,0
70,39.433098591549296,40.05,0,1,0,1,1,0,0,0,1,0,0,0,0
64,100.59153846153846,102.1,1,1,1,1,0,0,0,1,1,0,1,1,0
72,90.2595890410959,89.7,1,0,1,1,1,1,0,1,0,1,0,0,0
44,19.29111111111111,19.9,0,1,0,0,0,0,0,0,0,0,0,0,0
13,52.45357142857143,55.95,0,0,1,0,0,0,0,1,0,0,0,0,1
17,18.366666666666667,20.65,0,0,0,0,0,1,0,0,0,0,1,0,0
1,27.5,55.0,0,0,1,1,1,0,0,0,0,0,0,0,1
9,56.44,70.05,0,0,0,1,1,0,0,1,0,0,0,1,0
24,52.614,53.6,0,0,0,1,0,0,1,1,1,0,0,0,0
1,37.35,74.7,1,0,1,0,1,0,0,1,0,1,0,0,1
24,74.46,80.25,1,0,1,1,1,0,0,0,0,1,0,0,1
35,76.3111111111111,76.05,0,0,1,1,1,0,0,1,1,1,1,0,0
7,69.25625,75.7,0,0,1,0,1,0,1,1,1,1,0,1,0
5,75.56666666666666,96.1,1,0,1,1,1,0,0,0,1,0,0,0,1
15,62.175,69.0,1,0,0,0,0,0,0,0,0,0,0,0,1
11,18.8125,19.65,0,1,0,1,0,0,0,1,0,0,0,0,0
48,43.775510204081634,45.3,0,0,0,0,1,0,1,1,0,0,0,1,1
20,79.6,81.45,1,0,1,0,1,0,0,0,0,0,1,0,0
72,109.64109589041097,108.5,1,0,0,0,1,1,0,1,1,1,0,1,0
8,75.5611111111111,83.55,1,0,1,0,1,0,0,1,0,1,0,0,1
72,83.98424657534247,84.5,1,1,0,1,1,0,0,1,0,0,0,0,0
15,88.4375,100.15,1,0,1,0,1,0,0,0,0,1,0,0,0
72,84.95821917808219,88.6,0,1,0,1,1,0,0,0,1,1,0,1,0
0,61.070386904761904,52.55,0,1,0,0,1,0,1,1,1,0,0,1,0
1,37.175,74.35,1,0,1,1,1,0,0,0,0,0,0,0,1
63,103.08203125,104.8,1,1,0,1,1,0,0,1,0,1,0,1,0
2,38.050000000000004,59.0,0,0,1,0,1,0,0,0,0,1,0,0,0
2,46.46666666666667,74.4,1,0,1,0,1,0,1,1,0,0,0,0,1
61,62.94516129032258,64.05,0,0,0,1,0,1,0,1,0,1,1,0,0
1,10.2,20.4,0,0,0,1,0,0,0,0,0,0,0,0,0
22,39.28695652173913,43.75,0,0,0,1,1,1,0,0,0,1,0,1,1
28,61.574137931034485,60.9,0,0,0,1,0,0,1,1,1,1,0,0,0
70,19.685211267605634,19.8,0,1,0,0,0,0,0,1,0,0,0,0,0
5,21.84166666666667,28.45,0,0,1,0,0,0,0,0,0,1,1,0,1
12,95.26538461538462,99.7,1,0,0,0,1,0,1,0,0,1,0,1,1
34,111.40142857142858,116.25,1,0,0,1,0,1,1,0,1,1,0,1,0
71,78.83333333333333,80.7,1,1,0,0,1,0,1,1,0,0,1,0,0
70,63.98802816901408,65.2,0,0,0,0,0,1,1,1,0,0,0,0,0
52,81.63773584905661,84.05,1,0,0,0,1,0,1,1,1,0,0,1,0
69,78.60785714285714,79.45,0,1,0,1,1,0,1,0,1,1,0,1,0
20,84.87619047619049,94.1,1,0,1,0,1,0,0,0,0,1,1,1,1
11,70.98333333333333,78.0,1,0,0,1,1,0,0,0,0,0,0,1,0
2,55.833333333333336,94.2,1,0,1,1,1,0,0,1,1,0,0,0,1
6,71.83571428571429,80.5,1,0,1,0,1,0,0,1,1,0,0,0,1
1,9.925,19.85,0,0,0,0,0,0,0,0,0,0,0,0,0
20,86.58571428571429,94.3,1,0,0,1,0,1,1,1,1,0,1,1,0
61,101.61532258064516,106.45,1,0,1,1,1,0,1,0,0,0,0,1,0
5,55.800000000000004,74.35,1,0,1,0,1,0,0,1,0,0,1,0,1
56,103.80614035087719,105.45,1,0,0,0,1,0,0,0,1,1,0,0,0
30,92.01290322580645,95.0,1,0,0,1,1,0,1,0,1,1,0,1,0
40,100.77926829268293,104.8,1,0,0,1,0,0,0,0,1,0,0,1,1
28,53.320689655172416,54.3,0,0,0,0,0,1,1,0,1,0,0,0,0
5,50.43333333333334,70.05,1,0,1,0,0,0,0,1,0,0,1,0,0
27,68.90535714285714,75.2,1,0,0,0,1,0,1,1,0,0,1,0,1
12,20.41923076923077,20.05,0,0,0,1,0,0,0,0,0,0,0,0,0
67,102.7860294117647,105.4,1,0,1,1,1,1,0,1,0,1,0,1,0
29,48.06666666666667,51.6,0,0,1,1,1,0,0,1,0,0,1,0,0
55,84.16785714285713,85.5,1,0,0,1,0,0,0,1,0,0,0,0,0
23,73.27499999999999,75.6,1,0,0,0,0,0,0,0,0,0,0,0,1
34,99.42857142857143,100.05,1,0,1,1,1,0,0,1,0,0,0,1,1
52,89.40188679245283,91.25,1,0,1,1,0,1,1,0,0,0,0,1,0
72,115.05684931506849,115.75,1,1,0,1,1,0,1,1,1,1,1,1,0
58,92.03983050847458,94.7,1,0,0,1,1,1,0,1,1,1,0,0,0
35,19.081944444444446,19.6,0,1,0,1,0,0,0,1,0,0,0,0,0
56,100.11052631578947,99.9,1,1,0,0,1,0,0,0,1,1,1,1,0
24,19.625999999999998,21.1,0,1,0,0,1,0,0,1,0,0,0,0,0
70,19.158450704225352,20.05,0,1,0,1,0,0,0,1,0,0,0,0,0
2,58.15,79.95,1,0,1,1,1,0,0,0,0,0,0,0,0
68,106.9536231884058,107.15,1,0,0,1,1,1,0,1,1,0,1,1,0
1,42.5,85.0,1,0,1,0,1,0,0,0,0,0,0,0,1
12,78.59615384615384,89.55,1,0,1,1,1,0,0,0,0,0,0,1,0
63,78.57890625,81.55,1,0,0,0,1,0,0,1,0,1,0,0,0
33,57.51176470588236,58.45,0,0,0,0,1,1,1,1,0,1,0,1,0
69,96.34571428571428,95.65,1,0,0,0,1,1,0,1,0,1,0,0,0
60,81.09344262295082,80.6,0,1,0,0,1,0,0,1,1,1,0,1,0
72,112.9931506849315,113.1,1,1,0,0,1,0,1,1,1,1,0,1,0
11,50.13333333333333,58.95,0,0,0,0,1,0,0,0,0,0,0,0,0
1,9.775,19.55,0,0,0,0,0,0,0,0,0,0,0,0,0
10,75.82727272727273,86.05,1,0,0,1,1,0,0,0,0,0,0,0,1
13,42.642857142857146,45.55,0,0,0,1,1,0,1,0,1,0,0,0,1
34,75.63428571428571,78.95,1,0,0,1,1,1,0,1,0,0,0,0,0
39,81.65,86.3,1,0,0,1,1,0,0,1,0,1,0,0,1
65,102.18560606060606,105.05,1,0,0,0,1,1,0,0,1,1,0,0,0
50,103.24509803921569,101.9,1,0,0,1,1,1,1,1,0,1,1,1,0
15,19.475,19.75,0,0,0,1,0,0,0,0,0,0,0,0,0
72,109.13561643835617,110.3,1,1,0,1,1,0,1,1,0,1,0,1,0
72,112.60821917808218,115.6,1,1,0,0,1,0,1,1,1,1,0,1,0
55,20.59375,19.35,0,1,0,1,0,0,0,1,0,0,0,0,0
23,21.447916666666668,25.6,0,1,0,0,1,0,0,1,0,0,0,0,0
32,78.67121212121212,80.35,1,0,0,1,1,0,0,0,0,1,0,0,1
56,66.80701754385964,68.75,0,0,0,0,1,1,1,1,0,0,0,1,0
1,9.95,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0
38,69.44102564102563,70.6,0,0,0,1,0,1,1,0,1,1,0,0,0
11,63.3375,70.2,1,0,1,1,0,0,0,0,0,0,0,0,0
1,24.65,49.3,0,0,1,1,1,0,0,0,1,0,0,0,0
56,105.84736842105264,107.25,1,0,1,1,1,1,0,1,1,1,0,0,0
3,22.2625,23.6,0,0,0,1,1,0,0,1,0,0,0,0,0
7,64.51875,69.7,0,0,0,1,0,0,1,1,0,0,0,0,0
59,97.69583333333334,99.5,1,1,0,1,1,0,0,1,0,0,0,1,0
7,55.74375,64.3,0,0,0,1,0,0,0,0,1,0,0,1,0
71,69.07499999999999,70.85,0,1,0,1,1,0,1,1,1,0,0,1,0
15,104.203125,101.9,1,0,1,1,0,1,1,1,1,0,0,0,0
71,74.41319444444444,73.5,0,1,0,1,0,0,1,1,1,1,0,0,0
35,97.98888888888888,100.25,1,0,1,0,1,0,0,0,0,0,0,1,1
11,35.21666666666667,40.4,0,0,0,0,1,1,0,0,1,1,0,1,0
60,18.08606557377049,19.25,0,1,0,0,1,0,0,1,0,0,0,0,0
47,57.375,59.6,0,1,0,1,0,0,0,0,1,1,1,0,0
11,58.104166666666664,64.9,0,0,0,0,0,1,0,0,1,0,0,1,0
56,98.49912280701754,100.3,1,0,0,1,0,1,0,1,0,1,0,0,1
28,110.49655172413793,110.85,1,0,1,0,1,0,0,1,1,1,1,1,0
61,76.57499999999999,81.05,0,1,0,1,1,0,1,1,1,1,0,0,0
31,96.315625,98.05,1,0,0,1,0,1,1,1,0,0,0,1,0
9,59.79,70.5,1,0,1,1,1,0,0,0,0,0,0,0,0
35,93.48333333333333,94.55,1,0,1,1,1,0,1,1,0,1,1,0,0
2,12.933333333333332,19.65,0,0,0,1,1,0,0,0,0,0,0,0,0
12,17.965384615384615,19.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,37.65,75.3,1,0,0,0,0,0,1,0,0,0,0,0,1
4,69.24,89.2,1,0,1,0,1,0,0,0,0,0,1,1,1
1,9.5,19.0,0,0,0,0,1,0,0,1,0,0,0,0,0
3,15.425,20.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,42.85,85.7,1,0,1,0,1,0,0,0,0,0,1,0,1
52,63.06509433962264,63.25,0,1,0,1,1,0,1,0,0,1,0,0,0
5,14.183333333333332,20.1,0,0,0,1,0,1,0,1,0,0,0,0,0
72,101.67260273972603,99.15,1,1,1,1,1,0,1,1,0,1,0,1,0
71,92.61180555555556,90.4,0,1,1,1,0,0,1,1,1,1,0,1,0
72,110.56232876712329,111.9,1,1,0,1,1,0,1,1,1,0,0,1,0
46,24.995744680851065,24.9,0,0,1,1,0,1,0,1,0,0,0,0,0
63,84.921875,83.5,0,1,0,1,0,0,1,1,0,1,0,1,0
30,78.66451612903225,84.3,1,0,0,1,1,0,1,0,0,1,0,1,0
1,22.8,45.6,0,0,0,1,0,0,0,0,0,0,0,0,0
12,54.90384615384615,61.65,0,0,0,0,1,0,1,0,1,0,0,1,1
16,53.891176470588235,54.85,0,1,0,1,0,0,1,0,1,1,0,1,0
4,47.44,65.55,0,0,0,1,0,0,0,0,1,0,0,0,0
51,88.74134615384615,90.35,1,0,0,1,1,1,0,1,0,1,0,0,0
65,21.43106060606061,20.4,0,1,0,1,1,0,0,1,0,0,0,0,0
16,68.8529411764706,74.55,1,0,0,1,1,0,0,0,1,0,0,0,0
2,15.9,19.95,0,0,0,1,0,1,0,0,0,0,0,0,0
66,72.52611940298507,74.25,1,0,0,0,1,1,0,1,0,0,0,0,0
46,104.32340425531915,108.65,1,1,1,1,0,0,0,0,1,1,0,1,0
32,109.33333333333333,109.55,1,0,0,0,1,1,1,0,1,0,0,1,0
72,83.48287671232876,86.65,0,1,0,1,0,0,1,1,1,0,0,1,0
38,79.10000000000001,81.0,0,1,0,1,0,0,1,1,1,0,0,1,0
51,45.32211538461539,47.85,0,0,0,1,0,1,0,0,1,0,0,0,0
72,113.78150684931506,114.55,1,1,0,1,0,0,1,1,1,1,0,1,0
65,102.82424242424241,105.25,1,0,0,0,0,0,1,1,0,0,1,1,1
9,24.895,29.95,0,0,1,1,1,0,0,1,0,1,0,0,1
9,66.30499999999999,65.0,0,0,0,0,0,0,1,1,1,1,0,1,1
66,20.255223880597015,20.55,0,1,0,1,0,0,0,0,0,0,0,0,0
44,108.00777777777779,109.8,1,0,0,0,1,1,1,0,0,1,1,1,0
50,67.0235294117647,69.5,0,1,0,1,0,0,0,0,1,0,0,1,0
15,39.4625,48.85,0,0,0,0,0,0,0,0,0,0,0,0,0
8,20.700000000000003,25.25,0,0,0,1,1,0,0,0,0,0,0,0,0
66,104.13059701492537,102.85,1,0,0,0,1,1,0,0,1,0,1,1,0
57,84.22155172413794,87.55,1,0,0,0,1,0,1,0,1,1,0,0,0
7,65.36875,78.55,1,0,0,0,1,0,0,0,0,1,0,0,0
10,32.96363636363637,34.55,0,0,0,1,1,0,0,1,0,0,1,0,0
62,91.36190476190477,92.05,1,0,1,0,1,1,1,0,0,1,0,1,0
40,81.84512195121951,85.05,1,0,1,1,1,1,0,1,0,0,0,1,0
20,19.378571428571426,19.7,0,1,0,0,0,0,0,0,0,0,0,0,0
7,17.2,20.0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,92.14230769230768,95.15,1,0,1,0,1,0,0,1,1,0,0,0,0
23,82.00416666666666,84.25,1,0,1,1,0,0,0,1,0,1,0,1,0
66,101.78283582089551,104.6,1,0,0,0,0,1,0,1,0,1,1,1,0
72,108.81438356164384,111.65,1,1,1,0,0,0,0,0,1,1,1,1,0
49,90.945,90.05,1,0,0,1,0,0,0,1,0,1,1,0,1
43,106.54318181818181,110.75,1,0,0,1,1,0,0,1,1,1,1,1,1
46,52.63723404255319,55.0,0,0,0,0,0,0,1,1,0,0,0,0,0
72,89.90273972602739,89.85,0,1,0,1,0,0,1,1,1,1,0,1,0
10,16.027272727272727,20.35,0,0,0,1,0,1,0,0,0,0,0,0,0
40,54.541463414634144,54.55,0,0,0,0,1,1,1,0,1,0,0,0,0
65,105.84318181818182,105.5,1,0,1,0,1,0,0,1,0,1,0,1,1
31,97.184375,99.45,1,1,0,1,0,0,0,0,1,0,0,1,0
68,71.17898550724638,70.9,0,1,0,0,0,0,1,1,1,1,0,1,0
56,101.66052631578947,104.55,1,0,0,1,1,1,1,1,0,0,1,1,1
10,77.75454545454545,85.25,1,0,1,1,1,0,0,1,0,0,0,0,1
68,23.481159420289856,25.4,0,1,0,1,0,0,0,1,0,0,0,0,0
43,56.80227272727273,56.15,0,0,1,0,0,0,0,1,0,0,0,0,1
1,44.775,89.55,1,0,1,1,1,0,0,0,0,0,0,0,1
49,85.744,89.85,1,0,0,0,1,1,0,0,0,1,1,1,0
15,24.678125,25.25,0,0,1,0,1,0,0,1,0,0,0,0,0
20,90.45952380952382,94.55,1,0,1,1,1,0,0,1,0,0,1,0,1
1,22.85,45.7,0,0,0,1,1,0,0,0,0,0,0,0,1
50,67.49313725490197,69.65,0,0,1,1,1,1,0,1,1,0,0,1,0
2,53.833333333333336,89.5,1,0,1,0,0,0,0,0,0,1,1,0,1
24,69.304,70.0,1,0,0,1,0,0,0,0,0,0,1,0,0
3,55.575,69.55,1,0,0,0,1,0,0,0,0,0,0,0,1
1,37.3,74.6,1,0,0,0,1,0,0,0,0,0,0,1,1
35,18.202777777777776,20.1,0,1,0,1,0,0,0,1,0,0,0,0,0
17,26.40277777777778,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0
8,18.255555555555556,19.65,0,0,1,0,0,0,0,0,0,0,1,0,1
10,78.64545454545454,95.1,1,0,0,1,1,0,0,0,1,0,0,0,0
68,88.87971014492753,88.85,0,1,0,1,1,0,1,1,1,1,0,1,0
45,78.20652173913044,78.8,0,0,0,1,0,1,1,1,0,1,0,1,0
2,11.966666666666667,19.85,0,0,0,1,0,1,0,1,0,0,0,0,1
37,18.35921052631579,20.35,0,0,0,1,0,0,0,1,0,0,0,0,0
4,19.21,24.25,0,0,0,0,1,0,0,0,0,0,0,0,1
10,38.97272727272727,45.25,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.025,20.05,0,0,0,1,0,0,0,0,0,0,0,0,0
65,67.56287878787879,69.55,0,1,0,1,1,0,1,1,0,1,0,0,0
57,20.13103448275862,19.5,0,1,0,0,0,0,0,1,0,0,0,0,0
3,59.525,74.75,1,0,0,0,1,0,0,0,0,0,0,1,0
2,48.38333333333333,69.65,1,0,1,0,0,0,0,0,0,0,0,0,1
49,29.061999999999998,30.2,0,0,0,1,1,0,0,0,0,0,0,1,0
4,38.21,45.65,0,0,0,0,0,0,0,0,0,0,0,0,1
70,56.89154929577465,57.8,0,1,0,0,0,0,0,1,1,1,0,1,0
53,19.249074074074073,19.85,0,0,0,0,1,1,0,1,0,0,0,0,0
53,24.74259259259259,25.55,0,1,0,1,0,0,0,1,0,0,0,0,0
1,37.525,75.05,1,0,0,0,1,0,0,0,0,0,0,0,1
22,21.452173913043477,24.85,0,0,0,1,1,0,0,0,0,0,0,0,0
52,48.130188679245286,49.15,0,0,1,1,1,0,0,0,0,1,1,0,1
65,109.7901515151515,110.35,1,1,1,1,1,0,1,0,1,0,1,1,0
48,24.570408163265306,24.55,0,0,0,0,0,1,0,0,0,0,0,0,0
2,20.75,34.7,0,0,1,0,1,0,0,0,0,0,0,0,1
3,78.4,107.95,1,0,0,1,0,0,0,0,0,1,0,1,0
45,82.08369565217392,81.4,1,0,0,1,0,0,0,1,0,1,0,0,0
1,40.0,80.0,1,0,1,1,0,0,0,1,0,0,0,0,1
61,74.45241935483871,73.8,0,1,0,0,1,0,0,1,1,0,0,1,0
3,48.9125,64.4,0,0,0,1,1,0,1,0,1,0,0,0,0
40,102.1560975609756,103.75,1,0,0,0,1,1,0,0,1,0,1,1,0
1,35.55,71.1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,24.95,49.9,0,0,1,0,1,0,0,0,1,0,0,0,0
51,24.353846153846156,24.6,0,0,0,1,1,1,0,0,0,0,0,0,0
2,30.366666666666664,49.25,0,0,1,1,1,0,1,0,0,0,1,0,1
52,30.630188679245286,30.1,0,0,0,1,0,1,0,0,0,1,0,0,0
51,79.79711538461538,83.4,1,0,0,1,0,0,0,0,0,0,0,0,0
1,10.225,20.45,0,0,0,1,1,0,0,0,0,0,0,0,0
31,73.265625,75.25,0,0,0,1,1,1,1,1,1,1,0,0,0
47,21.105208333333334,20.55,0,0,0,1,0,1,0,0,0,0,0,0,0
3,67.675,75.1,1,0,0,0,1,0,0,0,0,0,0,0,1
22,18.130434782608695,20.05,0,0,0,0,1,1,0,0,0,0,1,0,0
1,10.325,20.65,0,0,0,0,1,0,0,1,0,0,0,0,0
72,86.52328767123288,85.15,0,1,0,1,1,0,0,1,1,1,0,1,0
3,42.0375,50.15,0,0,1,1,1,0,0,1,0,0,0,1,1
47,83.70937500000001,84.95,1,0,0,1,1,1,0,1,0,1,1,0,0
72,65.9123287671233,66.5,0,1,0,1,1,0,1,1,1,0,0,1,0
66,62.53283582089552,63.3,0,1,0,1,1,0,0,1,0,0,0,1,0
35,79.1236111111111,83.15,1,0,1,1,0,0,0,0,0,0,0,0,0
29,83.87333333333332,84.9,1,0,1,1,1,0,0,0,0,0,0,0,0
2,11.200000000000001,20.55,0,0,0,0,1,0,0,0,0,0,0,0,0
4,41.69,49.25,0,0,0,1,0,0,0,0,0,1,0,0,0
25,77.51346153846154,79.85,1,0,0,0,1,0,1,0,0,1,0,0,1
